ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
2021,2021-07-04,9,Estádio Cícero Pompeu de Toledo,Anderson Daronco,0,72039,São Paulo,RB Bragantino,Hernán Crespo,Maurício Barbieri,19,1,30000000,34700000,29.9,26.2,1,2,1,0,4,7,25,14,13,24,3,5,2,1,9,12,3,3
2021,2021-07-11,11,Estádio Cícero Pompeu de Toledo,Marcelo de Lima Henrique  ,0,72039,São Paulo,EC Bahia,Hernán Crespo,Dado Cavalcanti,17,6,31700000,8480000,25.8,28.4,1,0,0,0,2,1,16,15,15,15,1,5,2,0,15,6,5,2
2021,2021-07-17,12,Estádio Cícero Pompeu de Toledo,Savio Pereira Sampaio,0,72039,São Paulo,Fortaleza,Hernán Crespo,Juan Pablo Vojvoda,14,4,33400000,10600000,26.9,27.9,0,1,0,0,9,5,18,20,17,18,3,3,1,1,10,9,5,2
2021,2021-08-01,14,Estádio Cícero Pompeu de Toledo,Luiz Flávio de Oliveira ,0,72039,São Paulo,Palmeiras,Hernán Crespo,Abel Ferreira,18,1,37250000,45200000,25.9,27.9,0,0,0,0,7,2,20,15,13,19,3,3,2,1,12,7,4,4
2021,2021-08-15,16,Estádio Cícero Pompeu de Toledo,Braulio da Silva Machado,0,72039,São Paulo,Grêmio,Hernán Crespo,Luiz Felipe Scolari,16,17,31400000,31700000,26.2,27.8,2,1,1,1,6,2,14,16,14,14,2,4,2,1,12,9,3,3
2021,2021-09-23,19,Estádio Cícero Pompeu de Toledo,Braulio da Silva Machado,0,72039,São Paulo,América-MG,Hernán Crespo,Vagner Mancini,14,17,37800000,5500000,27.1,30.5,0,0,0,0,8,3,17,18,17,17,4,2,4,5,6,9,3,4
2021,2021-09-19,21,Estádio Cícero Pompeu de Toledo,Caio Max Augusto Vieira,0,72039,São Paulo,Atlético-GO,Hernán Crespo,Eduardo Barroca,15,10,39600000,7030000,26.3,27.9,2,1,1,0,8,6,18,11,11,18,3,3,1,1,13,11,8,5
2021,2021-09-26,22,Estádio Cícero Pompeu de Toledo,Wilton Sampaio,0,72039,São Paulo,Atlético-MG,Hernán Crespo,Cuca,11,1,30100000,48600000,26.3,28.1,0,0,0,0,3,5,14,12,12,12,4,0,0,1,7,11,3,4
2021,2021-10-07,24,Estádio Cícero Pompeu de Toledo,Raphael Claus,5529,72039,São Paulo,Santos,Hernán Crespo,Fábio Carille,13,16,40300000,20800000,25.8,27.1,1,1,1,1,9,3,19,12,9,17,2,2,3,2,14,6,6,2
2021,2021-10-15,26,Estádio Cícero Pompeu de Toledo,Paulo Cesar Zanovelli,9371,72039,São Paulo,Ceará SC,Rogério Ceni,Tiago Nunes,15,14,43500000,7950000,27.7,27.9,1,1,0,1,10,10,18,14,14,17,6,7,3,0,23,12,10,3
2021,2021-10-19,27,Estádio Cícero Pompeu de Toledo,Leandro Pedro Vuaden,23874,72039,São Paulo,Corinthians,Rogério Ceni,Sylvinho,15,7,44100000,30850000,27,28.1,1,0,1,0,6,5,21,8,8,21,2,1,4,2,8,10,5,5
2021,2021-10-31,29,Estádio Cícero Pompeu de Toledo,André Luiz de Freitas Castro,19867,72039,São Paulo,Internacional,Rogério Ceni,Diego Aguirre,13,6,40100000,20550000,28,26.3,1,0,1,0,5,1,17,13,11,17,3,7,4,0,21,9,11,4
2021,2021-11-14,32,Estádio Cícero Pompeu de Toledo,Leandro Pedro Vuaden,47855,72039,São Paulo,Flamengo,Rogério Ceni,Renato Portaluppi,15,3,37100000,74000000,26.8,27.8,0,4,0,3,1,3,6,9,9,6,3,3,0,2,6,15,2,7
2021,2021-11-25,34,Estádio Cícero Pompeu de Toledo,Leandro Pedro Vuaden,43491,72039,São Paulo,Athletico-PR,Rogério Ceni,Alberto Valentim,14,13,41800000,26500000,27,26.9,0,0,0,0,9,0,14,15,14,14,0,2,1,2,20,3,10,2
2021,2021-11-28,36,Estádio Cícero Pompeu de Toledo,Héber Lopes,35679,72039,São Paulo,Sport Recife,Rogério Ceni,Gustavo Florentín,16,19,40400000,7250000,27.8,26.5,2,0,0,0,7,5,16,14,14,15,4,7,2,0,20,7,8,2
2021,2021-12-06,37,Estádio Cícero Pompeu de Toledo,Braulio da Silva Machado,40442,72039,São Paulo,Juventude,Rogério Ceni,Jair Ventura,14,15,40300000,6950000,28.1,28.4,3,1,2,0,7,6,25,13,11,25,2,3,0,1,13,9,6,4
2021,2021-06-06,2,Estádio Raimundo Sampaio,Marcelo de Lima Henrique  ,0,25000,América-MG,Corinthians,Lisca,Sylvinho,16,17,6200000,24150000,29,28.5,0,1,0,1,6,4,11,19,19,10,3,4,4,0,10,6,4,2
2021,2021-06-17,4,Estádio Raimundo Sampaio,Antonio Dib Moraes de Sousa,0,25000,América-MG,Cuiabá-MT,Cauan Almeida,Luiz Fernando Iubel,20,10,5730000,6330000,29.7,28.5,0,0,0,0,3,2,16,16,16,16,3,6,2,3,20,8,7,2
2021,2021-06-24,6,Estádio Raimundo Sampaio,Wagner do Nascimento Magalhães,0,25000,América-MG,Juventude,Vagner Mancini,Marquinhos Santos,20,15,6130000,6850000,28.9,27.4,1,1,0,1,8,3,17,16,15,15,2,1,0,1,12,8,7,4
2021,2021-06-28,7,Estádio Raimundo Sampaio,Braulio da Silva Machado,0,25000,América-MG,Internacional,Vagner Mancini,Diego Aguirre,20,13,6380000,26150000,30.7,25.4,1,1,1,0,5,5,16,20,20,14,2,5,1,0,13,10,4,5
2021,2021-07-04,9,Estádio Raimundo Sampaio,Denis Ribeiro Serafim,0,25000,América-MG,Santos,Vagner Mancini,Fernando Diniz,17,7,6530000,25800000,31,26.4,2,0,0,0,2,12,13,6,5,13,8,2,4,2,8,21,3,5
2021,2021-07-11,11,Estádio Raimundo Sampaio,Anderson Daronco,0,25000,América-MG,Atlético-MG,Vagner Mancini,Cuca,15,4,4230000,42500000,28.7,26.7,0,1,0,0,8,10,16,17,16,16,5,2,2,0,12,13,8,6
2021,2021-07-20,12,Estádio Raimundo Sampaio,Vinicius Gomes,0,25000,América-MG,Sport Recife,Vagner Mancini,Umberto Louzer,16,18,3330000,5400000,29.4,25.1,0,1,0,0,9,4,19,22,20,19,4,3,2,2,16,11,7,5
2021,2021-08-08,15,Estádio Raimundo Sampaio,Marielson Alves Silva,0,25000,América-MG,Fluminense,Vagner Mancini,Roger Machado,19,10,4030000,24200000,28.9,29.7,1,0,0,0,4,8,17,13,11,16,2,6,1,1,15,7,3,3
2021,2021-08-24,17,Estádio Raimundo Sampaio,Rafael Traci,0,25000,América-MG,RB Bragantino,Vagner Mancini,Maurício Barbieri,18,5,4780000,23400000,30.1,25.6,0,2,0,1,9,0,14,15,15,14,1,3,2,2,14,10,5,3
2021,2021-08-29,18,Estádio Raimundo Sampaio,Raphael Claus,0,25000,América-MG,Ceará SC,Vagner Mancini,Guto Ferreira,19,9,4500000,7780000,29.1,28.5,2,0,1,0,9,2,19,13,12,17,2,2,2,1,19,6,6,1
2021,2021-09-11,20,Estádio Raimundo Sampaio,Marielson Alves Silva,0,25000,América-MG,Athletico-PR,Vagner Mancini,Toni Oliveira,17,7,4500000,28800000,29,26.1,2,0,0,0,9,5,14,17,16,14,1,4,3,1,28,7,10,3
2021,2021-09-26,22,Estádio Raimundo Sampaio,Anderson Daronco,0,25000,América-MG,Flamengo,Vagner Mancini,Renato Portaluppi,17,3,4900000,43400000,30,27.4,1,1,0,0,6,6,9,12,12,9,4,1,5,2,15,9,8,3
2021,2021-10-07,24,Estádio Raimundo Sampaio,Leandro Pedro Vuaden,854,25000,América-MG,Palmeiras,Vagner Mancini,Abel Ferreira,14,3,4900000,66850000,29.7,27.5,2,1,0,1,8,5,14,17,15,13,4,4,1,2,27,14,12,7
2021,2021-10-17,27,Estádio Raimundo Sampaio,Alisson Sidnei Furtado,746,25000,América-MG,EC Bahia,Diogo Giacomini,Guto Ferreira,11,16,4400000,11450000,29.7,27.8,0,0,0,0,8,7,12,22,22,12,3,5,3,2,15,13,6,7
2021,2021-10-31,29,Estádio Raimundo Sampaio,Flavio Rodrigues de Souza,1034,25000,América-MG,Fortaleza,Marquinhos Santos,Juan Pablo Vojvoda,11,4,5900000,11050000,30.2,28.3,2,1,1,0,7,5,13,19,18,13,6,5,1,2,23,11,9,3
2021,2021-11-13,32,Estádio Raimundo Sampaio,Flavio Rodrigues de Souza,3157,25000,América-MG,Grêmio,Marquinhos Santos,Vagner Mancini,10,18,5400000,32300000,30.8,26.7,3,1,2,0,3,9,14,16,16,14,5,3,1,3,12,24,3,9
2021,2021-11-17,33,Estádio Raimundo Sampaio,Leandro Pedro Vuaden,2955,25000,América-MG,Atlético-GO,Marquinhos Santos,Marcelo Cabo,9,13,5400000,9730000,30.8,27.4,0,0,0,0,2,5,7,14,11,5,1,4,2,1,23,14,12,8
2021,2021-12-01,35,Estádio Raimundo Sampaio,Luiz Flávio de Oliveira ,2043,25000,América-MG,Chapecoense,Marquinhos Santos,Felipe Endres,10,20,4400000,5050000,29.9,26,3,0,1,0,8,9,10,11,11,9,3,5,0,0,23,10,7,3
2021,2021-12-10,38,Estádio Raimundo Sampaio,Caio Max Augusto Vieira,9484,25000,América-MG,São Paulo,Marquinhos Santos,Rogério Ceni,8,13,6830000,34700000,31.5,26.4,2,0,0,0,5,5,18,17,16,18,2,2,2,1,19,11,10,5
2021,2021-05-30,1,Arena Condá,Marielson Alves Silva,0,22600,Chapecoense,RB Bragantino,Felipe Endres,Maurício Barbieri,19,2,5030000,38900000,26.7,25,0,3,0,2,5,7,9,12,11,8,5,2,0,2,10,18,6,8
2021,2021-06-14,3,Arena Condá,Vinicius Gonçalves Dias Araujo,0,22600,Chapecoense,Ceará SC,Jair Ventura,Guto Ferreira,20,11,4750000,7200000,26.3,27.1,0,0,0,0,2,7,16,14,14,14,6,3,0,1,8,14,5,4
2021,2021-06-25,6,Arena Condá,Alexandre Vargas Tavares,0,22600,Chapecoense,Internacional,Jair Ventura,Diego Aguirre,18,14,3350000,30350000,25.7,24.9,1,2,0,2,9,9,12,19,17,11,8,4,2,3,11,25,6,11
2021,2021-07-04,9,Arena Condá,Edina Alves Batista,0,22600,Chapecoense,EC Bahia,Jair Ventura,Dado Cavalcanti,20,9,3980000,9230000,26.8,27.1,0,2,0,0,9,5,14,13,11,12,4,1,4,0,7,13,5,4
2021,2021-07-09,10,Arena Condá,Ricardo Marques Ribeiro ,0,22600,Chapecoense,Corinthians,Jair Ventura,Sylvinho,20,13,4500000,21950000,26.7,29,0,1,0,0,5,8,17,10,10,17,4,4,2,0,14,12,6,5
2021,2021-07-18,12,Arena Condá,Jefferson Ferreira Moraes,0,22600,Chapecoense,Cuiabá-MT,,,20,17,3580000,5650000,26.7,29.7,2,3,2,2,6,2,15,13,13,15,3,4,1,2,11,11,4,2
2021,2021-08-01,14,Arena Condá,Rodolpho Toski Marques,0,22600,Chapecoense,Santos,Jair Ventura,Fernando Diniz,20,12,4350000,23500000,26.8,26.3,0,1,0,1,,,,,,,,,,,,,,
2021,2021-08-17,16,Arena Condá,Douglas Schwengber,0,22600,Chapecoense,América-MG,Pintado,Vagner Mancini,20,18,3680000,3880000,27.3,28.7,1,1,0,0,3,9,10,11,11,10,5,4,1,3,10,18,5,8
2021,2021-09-08,19,Arena Condá,Savio Pereira Sampaio,0,22600,Chapecoense,Fluminense,Pintado,Marcão,20,11,4000000,16600000,27.2,26.8,1,2,0,2,8,4,18,4,4,17,0,2,1,0,11,9,6,4
2021,2021-09-18,21,Arena Condá,Paulo Roberto Alves Júnior,0,22600,Chapecoense,Palmeiras,Pintado,Abel Ferreira,20,3,5280000,54100000,26.2,29.1,0,2,0,2,8,1,16,14,12,13,5,3,1,1,15,13,7,6
2021,2021-10-03,23,Arena Condá,Marielson Alves Silva,973,22600,Chapecoense,São Paulo,Pintado,Hernán Crespo,20,12,4800000,25900000,27,27.5,1,1,0,1,7,7,11,11,10,11,7,1,1,3,5,17,2,6
2021,2021-10-07,24,Arena Condá,André Luiz de Freitas Castro,733,22600,Chapecoense,Atlético-MG,Pintado,Cuca,20,1,5450000,36900000,26.2,27.8,2,2,1,1,4,11,12,17,16,12,3,2,1,3,10,16,3,4
2021,2021-10-14,26,Arena Condá,Luiz Flávio de Oliveira ,935,22600,Chapecoense,Athletico-PR,Pintado,Alberto Valentim,20,8,3380000,26750000,25.9,27.2,1,1,0,0,5,8,17,13,13,17,2,5,3,0,20,14,5,8
2021,2021-10-17,27,Arena Condá,Zandick Gondim,1027,22600,Chapecoense,Fortaleza,Pintado,Juan Pablo Vojvoda,20,4,1750000,9050000,25.1,27.5,1,2,1,1,3,3,20,12,12,17,3,0,2,4,8,13,6,6
2021,2021-11-09,30,Arena Condá,Denis Ribeiro Serafim,3834,22600,Chapecoense,Flamengo,Felipe Endres,Renato Portaluppi,20,2,4030000,65300000,27.1,25.9,2,2,2,2,7,6,14,11,10,13,7,1,3,5,14,23,8,7
2021,2021-11-14,32,Arena Condá,Alisson Sidnei Furtado,1616,22600,Chapecoense,Juventude,Felipe Endres,Jair Ventura,20,17,4830000,6450000,27,28.9,0,2,0,2,6,3,15,17,17,13,1,4,2,0,12,10,6,5
2021,2021-11-20,34,Arena Condá,Rodolpho Toski Marques,2830,22600,Chapecoense,Grêmio,Felipe Endres,Vagner Mancini,20,18,4480000,27800000,26.8,29.5,1,3,0,1,4,4,19,18,13,17,4,4,0,0,10,24,3,10
2021,2021-12-04,36,Arena Condá,Caio Max Augusto Vieira,1134,22600,Chapecoense,Atlético-GO,Felipe Endres,Marcelo Cabo,20,13,5050000,8130000,26,26.3,0,1,0,0,3,4,17,17,17,17,0,1,3,0,8,9,4,4
2021,2021-12-07,37,Arena Condá,Paulo Cesar Zanovelli,1658,22600,Chapecoense,Sport Recife,Felipe Endres,Gustavo Florentín,20,19,3950000,6900000,26,25.4,0,1,0,0,6,3,16,27,26,15,3,6,0,0,14,25,5,14
2021,2021-05-30,1,Neo Química Arena ,Felipe Fernandes,0,49205,Corinthians,Atlético-GO,Sylvinho,Eduardo Barroca,17,6,27000000,7830000,27.2,27.2,0,1,0,1,10,3,18,14,14,15,1,6,1,5,15,7,5,3
2021,2021-06-17,4,Neo Química Arena ,Thiago Scarascati,0,49205,Corinthians,RB Bragantino,Sylvinho,Maurício Barbieri,11,6,24450000,24900000,28.5,25.2,1,2,1,0,9,12,13,15,13,10,3,1,2,1,5,21,1,11
2021,2021-06-25,6,Neo Química Arena ,Paulo Roberto Alves Júnior,0,49205,Corinthians,Sport Recife,Sylvinho,Umberto Louzer,12,17,21950000,5250000,29,25.3,2,1,1,0,4,5,8,17,15,7,2,2,1,0,16,9,9,4
2021,2021-07-01,8,Neo Química Arena ,Leandro Pedro Vuaden,0,49205,Corinthians,São Paulo,Sylvinho,Hernán Crespo,11,18,21950000,30700000,29,29.5,0,0,0,0,5,3,15,26,24,15,3,3,1,5,10,8,5,4
2021,2021-07-04,9,Neo Química Arena ,Marcelo de Lima Henrique  ,0,49205,Corinthians,Internacional,Sylvinho,Diego Aguirre,11,14,19550000,22950000,28.4,24.3,1,1,0,1,3,2,11,17,16,11,2,8,0,2,20,7,8,2
2021,2021-07-18,12,Neo Química Arena ,Jean Pierre Goncalves Lima,0,49205,Corinthians,Atlético-MG,Sylvinho,Cuca,12,3,22450000,29000000,29.1,28.3,1,2,1,0,2,5,9,22,21,7,6,1,0,2,12,13,7,4
2021,2021-08-01,14,Neo Química Arena ,Leandro Pedro Vuaden,0,49205,Corinthians,Flamengo,Sylvinho,Renato Portaluppi,10,6,19250000,72350000,28.9,30.9,1,3,0,3,3,6,7,13,11,7,4,2,0,1,9,17,3,4
2021,2021-08-15,16,Neo Química Arena ,Rodolpho Toski Marques,0,49205,Corinthians,Ceará SC,Sylvinho,Guto Ferreira,12,7,19150000,8680000,29.2,28.5,3,1,2,0,7,6,7,16,14,7,5,0,0,0,7,15,3,5
2021,2021-09-08,19,Neo Química Arena ,Ramon Abatti,0,49205,Corinthians,Juventude,Sylvinho,Marquinhos Santos,6,13,30750000,5450000,30.7,27.9,1,1,0,1,2,2,15,20,19,15,6,1,0,1,11,12,5,4
2021,2021-09-19,21,Neo Química Arena ,Savio Pereira Sampaio,0,49205,Corinthians,América-MG,Sylvinho,Vagner Mancini,6,17,36650000,5500000,30.3,29.7,1,1,1,1,5,2,8,13,13,7,6,7,1,1,15,16,6,5
2021,2021-09-26,22,Neo Química Arena ,Raphael Claus,0,49205,Corinthians,Palmeiras,Sylvinho,Abel Ferreira,7,2,40350000,79000000,30.1,26.2,2,1,1,1,5,9,8,11,11,7,4,2,2,3,8,16,1,9
2021,2021-10-06,24,Neo Química Arena ,Denis Ribeiro Serafim,10470,49205,Corinthians,EC Bahia,Sylvinho,Diego Dabove,6,17,45200000,7200000,28.8,26.7,3,1,1,1,7,0,14,18,17,13,1,8,0,0,21,3,5,1
2021,2021-10-14,26,Neo Química Arena ,Marielson Alves Silva,12045,49205,Corinthians,Fluminense,Sylvinho,Marcão,7,9,40350000,18600000,30.2,26.8,1,0,0,0,8,3,4,9,9,3,5,0,1,0,8,13,5,7
2021,2021-11-02,29,Neo Química Arena ,Paulo Cesar Zanovelli,39897,49205,Corinthians,Chapecoense,Sylvinho,Felipe Endres,7,20,30150000,3930000,28,27.4,1,0,0,0,14,0,12,19,18,12,2,4,0,0,18,2,9,0
2021,2021-11-06,30,Neo Química Arena ,Ramon Abatti,36219,49205,Corinthians,Fortaleza,Sylvinho,Juan Pablo Vojvoda,6,4,31150000,8950000,29.3,28.8,1,0,0,0,8,4,18,26,26,17,2,5,0,2,14,9,5,5
2021,2021-11-14,32,Neo Química Arena ,Rodolpho Toski Marques,38616,49205,Corinthians,Cuiabá-MT,,,5,11,37500000,8000000,29.1,28.5,3,2,1,1,4,5,15,9,9,15,4,2,1,3,13,9,5,1
2021,2021-11-21,34,Neo Química Arena ,Leandro Pedro Vuaden,43583,49205,Corinthians,Santos,Sylvinho,Fábio Carille,4,11,29550000,21150000,29.7,25.9,2,0,0,0,11,4,6,8,8,6,1,9,0,1,23,9,6,6
2021,2021-11-28,36,Neo Química Arena ,Paulo Cesar Zanovelli,37309,49205,Corinthians,Athletico-PR,Sylvinho,Alberto Valentim,4,11,29550000,27500000,29.7,26.5,1,0,0,0,10,3,14,19,16,14,2,4,1,1,16,11,5,6
2021,2021-12-05,37,Neo Química Arena ,Bruno Arleu de Araújo,44187,49205,Corinthians,Grêmio,Sylvinho,Vagner Mancini,4,18,35750000,29000000,30.1,29,1,1,0,1,2,5,7,22,22,7,2,2,3,0,11,12,4,6
2021,2021-05-30,1,Arena da Baixada,Jefferson Ferreira Moraes,0,42372,Athletico-PR,América-MG,Toni Oliveira,Lisca,5,16,32200000,6500000,26.6,29,1,0,0,0,3,1,18,9,8,17,4,4,0,0,11,14,5,6
2021,2021-11-02,4,Arena da Baixada,Marielson Alves Silva,15193,42372,Athletico-PR,Flamengo,Alberto Valentim,Renato Portaluppi,2,3,26500000,62850000,26.9,28.4,2,2,0,2,7,3,8,15,15,8,4,3,3,0,21,13,11,3
2021,2021-06-20,5,Arena da Baixada,Felipe Fernandes,0,42372,Athletico-PR,Atlético-GO,Toni Oliveira,Eduardo Barroca,2,9,28750000,8780000,25.6,27.2,2,1,1,1,4,3,17,15,15,17,2,1,2,1,12,10,7,7
2021,2021-06-28,7,Arena da Baixada,Vinicius Gomes,0,42372,Athletico-PR,Chapecoense,Toni Oliveira,Jair Ventura,2,19,32950000,3750000,25.2,26,2,2,1,1,6,5,12,15,15,11,3,3,0,2,18,12,10,5
2021,2021-07-04,9,Arena da Baixada,Paulo Cesar Zanovelli,0,42372,Athletico-PR,Fortaleza,Toni Oliveira,Juan Pablo Vojvoda,2,4,29400000,7150000,26,28.8,2,1,2,0,3,4,18,14,14,18,3,6,3,0,16,15,6,9
2021,2021-07-10,11,Arena da Baixada,Leandro Pedro Vuaden,0,42372,Athletico-PR,RB Bragantino,Toni Oliveira,Maurício Barbieri,3,2,18400000,30500000,25.4,22.3,2,2,1,1,3,2,18,16,16,18,2,4,0,3,22,16,10,10
2021,2021-07-25,13,Arena da Baixada,Thiago Scarascati,0,42372,Athletico-PR,Internacional,Toni Oliveira,Diego Aguirre,5,13,20650000,27750000,25.5,24.9,2,1,2,0,8,2,14,13,13,11,2,2,1,0,11,13,5,7
2021,2021-08-07,15,Arena da Baixada,Jean Pierre Goncalves Lima,0,42372,Athletico-PR,São Paulo,Toni Oliveira,Hernán Crespo,6,17,16550000,37400000,27.2,26.2,1,2,1,2,8,2,12,16,15,12,2,5,1,2,15,11,7,5
2021,2021-08-22,17,Arena da Baixada,Wilton Sampaio,0,42372,Athletico-PR,Corinthians,Toni Oliveira,Sylvinho,6,11,31300000,19150000,25.6,29.3,0,1,0,0,4,2,12,7,6,8,1,4,1,1,16,8,9,5
2021,2021-09-05,19,Arena da Baixada,Denis Ribeiro Serafim,0,42372,Athletico-PR,Sport Recife,Toni Oliveira,Gustavo Florentín,8,19,23750000,6400000,25.4,28.3,0,0,0,0,9,7,10,9,9,10,2,3,2,3,16,9,8,6
2021,2021-09-18,21,Arena da Baixada,Leo Simão Holanda,0,42372,Athletico-PR,Juventude,Toni Oliveira,Marquinhos Santos,11,14,25200000,7300000,24.8,27.5,2,1,0,0,9,3,18,7,6,18,2,4,0,0,27,15,15,9
2021,2021-09-26,22,Arena da Baixada,Luiz Flávio de Oliveira ,0,42372,Athletico-PR,Grêmio,Bruno Lazaroni,Luiz Felipe Scolari,9,15,20300000,40800000,26.5,26.4,4,2,2,0,3,7,17,18,17,16,5,1,0,0,16,15,7,5
2021,2021-10-10,25,Arena da Baixada,Marcelo de Lima Henrique  ,3340,42372,Athletico-PR,EC Bahia,Alberto Valentim,Guto Ferreira,7,18,18150000,8950000,27,27.3,0,2,0,1,5,2,14,9,8,13,2,3,1,0,16,8,11,1
2021,2021-10-17,27,Arena da Baixada,Felipe Fernandes,1486,42372,Athletico-PR,Fluminense,Alberto Valentim,Marcão,8,10,21550000,20850000,24.1,25,0,1,0,1,6,1,22,15,14,22,2,6,0,1,16,6,6,3
2021,2021-10-30,29,Arena da Baixada,Leandro Pedro Vuaden,7196,42372,Athletico-PR,Santos,Alberto Valentim,Fábio Carille,10,16,27350000,22050000,25.9,25.4,0,1,0,0,8,2,11,9,9,10,1,6,0,1,29,10,13,6
2021,2021-11-10,31,Arena da Baixada,Wilton Sampaio,10792,42372,Athletico-PR,Ceará SC,Alberto Valentim,Tiago Nunes,10,9,29000000,8580000,26.3,28.8,2,1,1,0,6,3,9,10,10,9,3,2,0,2,13,14,7,4
2021,2021-11-16,33,Arena da Baixada,Savio Pereira Sampaio,6233,42372,Athletico-PR,Atlético-MG,Alberto Valentim,Cuca,11,1,17400000,42100000,23.6,29.3,0,1,0,1,3,6,15,14,14,15,1,1,0,1,8,9,6,4
2021,2021-12-03,35,Arena da Baixada,Braulio da Silva Machado,18795,42372,Athletico-PR,Cuiabá-MT,,,12,11,26000000,6300000,27.1,28.6,1,0,0,0,8,2,15,14,14,13,1,2,1,2,19,8,12,5
2021,2021-12-06,37,Arena da Baixada,Wagner do Nascimento Magalhães,19308,42372,Athletico-PR,Palmeiras,Alberto Valentim,Abel Ferreira,13,3,23000000,7650000,27,20.5,0,0,0,0,8,1,11,10,9,9,0,3,4,0,22,4,10,2
2021,2021-06-06,2,Estádio Antonio Accioly,Diego Pombo Lopez,0,13000,Atlético-GO,São Paulo,Eduardo Barroca,Hernán Crespo,6,13,9830000,30000000,27.5,27.8,2,0,1,0,3,12,16,14,14,16,3,2,1,1,9,13,2,5
2021,2021-06-18,4,Estádio Antonio Accioly,Douglas Schwengber,0,13000,Atlético-GO,Fortaleza,Eduardo Barroca,Juan Pablo Vojvoda,4,1,9380000,10950000,27.4,29.4,0,0,0,0,9,4,18,13,13,16,1,1,0,6,9,5,3,3
2021,2021-06-24,6,Estádio Antonio Accioly,Paulo Cesar Zanovelli,0,13000,Atlético-GO,Fluminense,Eduardo Barroca,Roger Machado,9,6,9830000,31750000,27.5,26.4,1,0,0,0,6,5,22,17,15,21,2,1,0,4,9,3,6,1
2021,2021-06-29,7,Estádio Antonio Accioly,Ramon Abatti,0,13000,Atlético-GO,RB Bragantino,Eduardo Barroca,Maurício Barbieri,7,1,10980000,33950000,26.8,25.7,0,1,0,0,5,8,24,16,16,23,4,2,1,0,12,12,6,3
2021,2021-07-08,10,Estádio Antonio Accioly,Leo Simão Holanda,0,13000,Atlético-GO,Sport Recife,Eduardo Barroca,Umberto Louzer,8,17,8550000,7500000,26,27.9,1,1,0,0,4,7,16,9,9,15,2,3,0,1,13,11,6,4
2021,2021-07-18,12,Estádio Antonio Accioly,Denis Ribeiro Serafim,0,13000,Atlético-GO,Palmeiras,Eduardo Barroca,Abel Ferreira,10,1,9480000,55700000,25.8,28.2,0,3,0,0,4,6,8,16,16,8,5,1,4,3,11,15,4,9
2021,2021-08-02,14,Estádio Antonio Accioly,Douglas Marques Flores,0,13000,Atlético-GO,América-MG,Eduardo Barroca,Vagner Mancini,8,19,10100000,4130000,26.2,30,1,1,1,1,,,,,,,,,,,,,,
2021,2021-08-21,17,Estádio Antonio Accioly,Adriano Barros,0,13000,Atlético-GO,Chapecoense,Eduardo Barroca,Pintado,7,20,8530000,4030000,28.3,26.6,1,1,0,1,6,1,12,24,20,12,1,1,1,3,16,8,9,3
2021,2021-08-29,18,Estádio Antonio Accioly,Marielson Alves Silva,0,13000,Atlético-GO,Internacional,Eduardo Barroca,Diego Aguirre,8,10,6450000,34750000,28.3,26.5,0,0,0,0,6,6,13,15,15,13,3,2,3,1,8,7,3,3
2021,2021-09-12,20,Estádio Antonio Accioly,Antonio Dib Moraes de Sousa,0,13000,Atlético-GO,Corinthians,Eduardo Barroca,Sylvinho,9,6,7230000,27050000,28.6,27.3,1,1,0,0,4,5,10,10,9,9,1,3,2,2,11,8,4,3
2021,2021-09-27,22,Estádio Antonio Accioly,Marielson Alves Silva,0,13000,Atlético-GO,Cuiabá-MT,,,12,10,6280000,9000000,27.4,30.1,0,0,0,0,8,4,10,16,16,10,2,3,1,2,16,6,9,2
2021,2021-10-07,24,Estádio Antonio Accioly,Wagner do Nascimento Magalhães,1500,13000,Atlético-GO,Athletico-PR,Eduardo Souza,Alberto Valentim,10,9,7850000,24000000,27.9,25.6,0,2,0,1,11,7,12,16,15,11,2,4,2,1,15,12,3,0
2021,2021-10-17,27,Estádio Antonio Accioly,Raphael Claus,2963,13000,Atlético-GO,Atlético-MG,Eduardo Souza,Cuca,12,1,7330000,56000000,27,28.1,2,1,0,0,3,8,8,7,6,8,2,3,1,1,9,22,3,10
2021,2021-10-26,28,Estádio Antonio Accioly,Caio Max Augusto Vieira,3852,13000,Atlético-GO,Grêmio,Eduardo Souza,Vagner Mancini,11,18,8230000,42150000,27.3,29,2,0,1,0,3,11,11,17,17,11,5,4,0,1,11,19,3,11
2021,2021-11-23,30,Estádio Antonio Accioly,Flavio Rodrigues de Souza,9051,13000,Atlético-GO,Juventude,Marcelo Cabo,Jair Ventura,11,18,10780000,6750000,27.7,28.3,1,1,0,0,6,2,19,16,16,19,4,7,2,1,15,12,4,5
